Nome,Depth,i,seed,Melhor_solucao,Melhor_solucao_shrunk,Melhor_fitness,Nossa_fitness,Numero_de_comparacoes,Tempo_avaliacao,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
prime,5,2,1632819610,^xx?x$,^xx?x$,2,23,114335,0,29599,80408,true
prime,5,3,1412034944,^x?xx$,^x?xx$,2,23,217,0,530,80864,true
prime,5,4,9724161943,^x?xx$,^x?xx$,2,23,73754,0,18592,78155,true
prime,5,5,4037724866,^x?xx$,{0}^x?xx$,2,23,132890,0,32209,75455,true
ranges,5,6,8370032799,[a-e][^ic][b-f],[a-e][^c-i][b-f],21,42,5297,0,1329,371121,true
prime,5,6,8370032799,^x?xx$,^x?x{0}x$,2,23,56104,0,14205,85549,true
ranges,5,7,2767986875,d*\b[a-f]+$,d*\b[a-f]+$,21,42,38641,0,12543,136427,true
prime,5,7,2767986875,^x?xx$,{0}^x?xx$,2,23,213991,0,54945,75730,true
prime,5,8,3141506592,^x?xx$,^x?xx$,2,23,224125,0,64926,84562,true
prime,5,9,3313543896,^xx?x$,^xx?{0}x$,2,23,117498,0,37166,85637,true
prime,5,10,8657690939,^x?xx$,^x?xx$,2,23,275460,0,73102,79234,true
prime,5,11,9696640194,^x?xx$,^x?xx$,2,23,186,0,516,80508,true
ranges,5,8,3141506592,[a-e][^ic][b-f],[a-e][^c-i][b-f],21,42,9015,0,1823,427843,true
prime,5,12,6621545651,^x?xx$,{0}^x?xx$,2,23,63876,0,20851,79094,true
ranges,5,9,3313543896,\b[a-f]+$,\b[a-f]+$,21,42,86597,0,28238,54700,false
prime,5,13,2492462788,^x?xx$,^x?xx$,2,23,67340,0,19071,81465,true
ranges,5,10,8657690939,^[a-f]+\b|$a,^[a-f]+\b|$a,21,42,44336,0,7626,61785,true
prime,5,14,3404588599,^xxx?$,{0}^xxx?$,2,23,150984,0,37402,77975,true
prime,5,15,2330977742,^x?x.$,^x?x.$,2,23,127333,0,33305,76606,true
ranges,5,11,9696640194,^[a-f]+$,^[a-f]+$,21,42,44673,0,7701,136970,true
prime,5,16,6361187489,^xx?.$,^xx?.$,2,23,64983,0,17576,148757,true
prime,5,17,2805026820,^x?xx$,^x?xx$,2,23,128291,0,29755,71270,true
prime,5,18,4323456912,^x?xx$,{0}^x?xx$,2,23,125495,0,30879,76166,true
ranges,5,12,6621545651,[a-e][^ci][b-f],[a-e][^c-i][b-f],21,42,60848,0,15813,309385,true
ranges,5,13,2492462788,b*^[a-f]+$,b*^[a-f]+$,21,42,6524,0,3377,48823,false
prime,5,19,8361101999,^x?xx$,^x?xx$,2,23,215328,0,56358,81277,true
prime,5,20,9935136846,^x?x.$,{0}^x?x.$,2,23,48243,0,12694,75101,true
prime,5,21,5217407358,^x?.x$,^x?.x$,2,23,128162,0,36547,83749,true
prime,5,22,5619256299,^xx?x$,^xx?x$,2,23,120363,0,31846,75593,true
prime,5,23,4560422870,^xxx?$,^xxx?$,2,23,848,0,761,77814,true
prime,5,24,5236888092,^xxx?$,^xxx?$,2,23,127463,0,33081,77486,true
ranges,5,14,3404588599,[b-f][ea][b-f],[b-f][a-e][b-f],21,42,10337,0,1852,408093,true
prime,5,25,1337360711,^xxx?$,^xxx?$,2,23,134778,0,36364,77870,true
ranges,5,15,2330977742,[a-f].[a-f]{2},[a-f].[a-f]{2},21,42,137128,0,70983,88126,true
prime,5,26,7659837985,^x?xx$,^x?x{0}x$,2,23,113292,0,30872,76823,true
prime,5,27,2521100877,^x?xx$,^x?xx$,2,23,117,0,477,163696,true
prime,5,28,8801535107,^x?xx$,^x?xx$,2,23,41590,0,13029,83194,true
prime,5,29,9651599436,^x?xx$,^x?xx$,2,23,202858,0,53686,78642,true
ranges,5,16,6361187489,[a-e][^ci][b-f],[a-e]{0}[^c-i][b-f],21,42,7007,0,1595,400540,true
four,5,1,2967301147,[i-o][f-r][m-r],[i-o][f-r][m-r],15,36,127771,0,7554,19309,false
four,5,1,5600405384,^[W-j][M-l]|[M-p]o,^[W-j][M-l]|[M-p]o,15,36,123739,0,7292,18010,false
four,5,2,1632819610,v*[M-o].[M-o][d-v][de]?...$,v*[M-o].[M-o][d-v][de]?...$,20,41,179040,1,141259,313737,true
four,5,3,1412034944,[f-o][M-p][n-r],[f-o][M-p][n-r],16,37,273215,0,17764,19054,false
four,5,4,9724161943,[i-o][f-r][m-r],[i-o][f-r][m-r],15,36,157462,0,12788,18616,false
ranges,5,17,2805026820,[a-e][^ic][b-f],[a-e][^c-i][b-f],21,42,3521,0,1125,387728,true
four,5,5,4037724866,^[c-l],^[c-l],8,29,12667,0,1462,12342,false
four,5,6,8370032799,^[^T][M-s]+[f-v][M-r][f-o],^[^T][M-s]+[f-v][M-r][f-o],17,38,124346,1,80700,95654,true
four,5,7,2767986875,[i-o][f-r][m-r],[i-o][f-r][m-r],15,36,38125,0,2980,16434,false
ranges,5,18,4323456912,[a-f]{2}.[^m]$,[a-f]{2}.[^m]$,21,42,119790,0,23382,277480,true
four,5,8,3141506592,^[^Tnba][M-s][b-s],^[^Tnba][M-s][b-s],14,35,38800,0,3140,189282,true
ranges,5,19,8361101999,[a-f].[a-f]{2},[a-f].[a-f]{2},21,42,20842,0,2940,52980,false
four,5,9,3313543896,^[W-j][M-l]|[no][f-r][m-r],^[W-j][M-l]|[no][f-r][m-r],18,39,138670,0,10198,19306,false
four,5,10,8657690939,[i-o][f-r][m-r],[i-o][f-r][m-r],15,36,18139,0,1751,12619,false
four,5,11,9696640194,[f-u][M-p]o,[f-u][M-p]o,14,35,161484,0,13436,18344,false
ranges,5,20,9935136846,^[a-f]+$,^[a-f]+$,21,42,49767,0,11630,37619,false
four,5,12,6621545651,[i-o][f-r][m-r],[i-o][f-r][m-r],15,36,17559,0,1812,35835,false
four,5,13,2492462788,[no][f-r]*[mno],[no][f-r]*[mno],15,36,254469,1,74162,133620,true
four,5,14,3404588599,[M-s][f-y][de]?..[^e]$,[M-s][f-y][de]?..[^e]$,15,36,124937,0,10673,29917,false
four,5,15,2330977742,[i-o][f-r][m-r],[i-o][f-r][m-r],15,36,33016,0,2694,43044,false
four,5,16,6361187489,[no][b-p][n-r],[no][b-p][n-r],15,36,10964,0,1719,53659,false
ranges,5,21,5217407358,[a-e][^ci][b-f],[a-e][^c-i][b-f],21,42,23735,0,4223,407120,true
ranges,5,22,5619256299,[b-f][ea][b-f],{0}[b-f][a-e][b-f],21,42,213942,0,47790,126843,true
four,5,17,2805026820,T*.[M-o]..[d-v]...$,T*.[M-o]..[d-v]...$,20,41,269667,1,224051,239685,true
four,5,18,4323456912,[i-o][f-r][m-r],[i-o][f-r][m-r],15,36,12138,0,1533,12640,false
four,5,19,8361101999,[M-p]o,[M-p]o,12,33,3351,0,839,12130,false
ranges,5,23,4560422870,[a-f].[a-f]{2},[a-f].[a-f]{2},21,42,10243,0,1923,29618,false
four,5,20,9935136846,[i-o][f-r][m-r],[i-o][f-r][m-r],15,36,97825,0,8641,35099,false
ranges,5,24,5236888092,[a-e][^ci][b-f],[a-e][^c-i][b-f],21,42,188302,0,45891,79510,true
four,5,21,5217407358,[^][no].[n-r]|a$,[^][no].[n-r]|a$,17,38,86216,0,5459,44786,false
four,5,22,5619256299,[i-o][f-r][m-r],[i-o][f-r][m-r],15,36,57610,0,4164,17467,false
four,5,23,4560422870,[f-y][de]?..[^wed]$,[f-y][de]?..[^wed]$,14,35,69703,0,6060,18876,false
four,5,24,5236888092,[i-o][f-r][m-r],[i-o][f-r][m-r],15,36,18783,0,1943,21954,false
four,5,25,1337360711,[noi][b-p][n-r],[i-o][b-p][n-r],16,37,24607,0,2460,247602,true
four,5,26,7659837985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11948,false
four,5,27,2521100877,si|.[b-p][no].[e-r],si|.[b-p][no].[e-r],18,39,198940,0,18316,26899,false
four,5,28,8801535107,[f-y][de]?..[^wed]$,[f-y][de]?..[^wed]$,14,35,59160,0,5251,19266,false
ranges,5,25,1337360711,[a-e][^ci][b-f],[a-e][^c-i][b-f],21,42,31613,0,4980,382344,true
four,5,29,9651599436,[f-o][M-p][n-r],[f-o][M-p][n-r],16,37,229273,0,13696,34457,false
order,5,1,2967301147,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10470,false
order,5,1,5600405384,^[a-m][b-o]+[e-t],^[a-m][b-o]+[e-t],20,41,56441,0,5880,31221,false
order,5,2,1632819610,^[a-m][b-o]+[e-t],^[a-m][b-o]+[e-t],20,41,14019,0,3188,32791,false
order,5,3,1412034944,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10498,false
order,5,4,9724161943,[f-t]{2}[n-z]$,[f-t]{2}[n-z]$,18,39,12979,0,1606,12414,false
order,5,5,4037724866,\b[a-m][b-o]+[e-t],\b[a-m][b-o]+[e-t],20,41,14905,0,4144,29289,false
order,5,6,8370032799,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10396,false
order,5,7,2767986875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10637,false
order,5,8,3141506592,^[a-m][b-o]+[e-t],^[a-m][b-o]+[e-t],20,41,32629,0,5213,89314,true
order,5,9,3313543896,^[a-m][b-o]+[e-t],^[a-m][b-o]+[e-t],20,41,10920,0,3079,129133,true
order,5,10,8657690939,^[a-m][b-o]+[e-t],^[a-m][b-o]+[e-t],20,41,10801,1,3143,26610,false
ranges,5,26,7659837985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,433439,true
order,5,11,9696640194,^[a-m][b-o]+[e-t],^[a-m][b-o]+[e-t],20,41,10496,0,3088,20594,false
order,5,12,6621545651,[b-g][c-o][f-t][f-w],[b-g][c-o][f-t][f-w],17,38,8549,0,1381,11109,false
ranges,5,27,2521100877,[a-f].[a-f]{2},[a-f].[a-f]{2},21,42,40340,0,5377,27625,false
order,5,13,2492462788,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11138,false
order,5,14,3404588599,^[a-m][b-o]+[e-t],^[a-m][b-o]+[e-t],20,41,34264,0,2883,54871,false
order,5,15,2330977742,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11461,false
order,5,16,6361187489,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11802,false
order,5,17,2805026820,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13319,false
order,5,18,4323456912,[f-t][f-t][n-z]$,{0}[f-t][f-t][n-z]$,18,39,70600,0,38099,48927,false
order,5,19,8361101999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12367,false
order,5,20,9935136846,^[a-m][b-o]+[e-t],^[a-m][b-o]+[e-t],20,41,11756,0,3395,24639,false
order,5,21,5217407358,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10150,false
order,5,22,5619256299,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10717,false
order,5,23,4560422870,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13229,false
order,5,24,5236888092,^[a-m][b-o]+[e-t],^[a-m][b-o]+[e-t],20,41,12238,0,3033,32770,false
order,5,25,1337360711,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12696,false
order,5,26,7659837985,[b-g][e-o][f-t][f-y],[b-g][e-o][f-t][f-y],16,37,3408,0,1030,12572,false
order,5,27,2521100877,^r*[a-m][c-o]+[e-t],^r*[a-m][c-o]+[e-t],20,41,44511,0,22193,42583,false
ranges,5,28,8801535107,^[a-f].[^r][a-f],^[a-f].[^r][a-f],21,42,46706,0,10019,339094,true
order,5,28,8801535107,[f-t][f-t][n-z]$,[f-t][f-t][n-z]$,18,39,12643,0,1859,11574,false
order,5,29,9651599436,[s-z]$,[s-z]$,14,35,19097,0,2233,11835,false
ranges,5,29,9651599436,[a-f].[a-f]{2},[a-f].[a-f]{2},21,42,25260,0,12269,34842,false
triples,5,1,2967301147,.5[1-7][0-8],.5[1-7][0-8],7,28,5604,0,2502,20167,false
backrefs,5,1,2967301147,[^gr][tuvmg][d-y][d-s],[^g-r][g-v][d-y][d-s],16,37,112755,0,14761,131463,true
triples,5,1,5600405384,5[1-7][0-8],5[1-7][0-8],6,27,1103,0,607,329407,true
backrefs,5,1,5600405384,[e-t][e-o][l-u][b-t],[e-t][e-o][l-u][b-t],10,31,14690,0,1751,391403,true
backrefs,5,2,1632819610,[tuv][d-y][d-s],[tuv][d-y][d-s],10,31,9810,0,1410,16840,false
backrefs,5,3,1412034944,[^gr][tuv][d-y][d-s],[^g-r][tuv][d-y][d-s],13,34,55479,0,4568,20609,false
backrefs,5,4,9724161943,[tu][d-u][d-s],[tu][d-u][d-s],9,30,4856,0,1183,17716,false
triples,5,2,1632819610,5[1-7][0-8],5[1-7][0-8],6,27,1575,0,878,322587,true
triples,5,3,1412034944,[2-9][456][345],[2-9][456][345],8,29,9209,0,4555,27180,false
triples,5,4,9724161943,^..[0-8][2-7][1-8],^..[0-8][2-7][1-8],10,31,4752,0,1116,21364,false
triples,5,5,4037724866,[0-8][0-7][0-6]$,[0-8][0-7][0-6]$,7,28,2851,0,1283,19632,false
triples,5,6,8370032799,^40|[3-6][46]|[0-8][0-7][2-6]$,^40|[3-6][46]|[0-8][0-7][2-6]$,12,33,39820,0,7657,39978,false
triples,5,7,2767986875,.[45][3-8][0-6],.[45][3-8][0-6],7,28,4745,0,1711,24529,false
triples,5,8,3141506592,[0-8][0-7][0-6]$,[0-8][0-7][0-6]$,7,28,5926,0,1274,20376,false
triples,5,9,3313543896,[567][0-8]*$,[567][0-8]*$,7,28,3019,0,1979,23121,false
triples,5,10,8657690939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19815,false
backrefs,5,5,4037724866,[^gr][tuv][d-y][d-s],[^g-r][tuv][d-y][d-s],13,34,36711,0,3382,301696,true
triples,5,11,9696640194,[1-8][45][1-8][0-6],[1-8][45][1-8][0-6],9,30,10295,0,2833,23922,false
backrefs,5,6,8370032799,[b-u][e-u][l-u][e-h],[b-u][e-u][l-u][e-h],12,33,19494,0,2268,317133,true
backrefs,5,7,2767986875,[l-u][e-h],[l-u][e-h],9,30,6447,0,1371,9796,false
backrefs,5,8,3141506592,[^px][o-y][a-h],[^p-x][o-y][a-h],10,31,13768,0,2010,12315,false
triples,5,12,6621545651,[0-8][0-7][0-6]$,[0-8][0-7][0-6]$,7,28,3739,0,1285,352161,true
backrefs,5,9,3313543896,[tuv][d-y][d-s],[tuv][d-y][d-s],10,31,3669,0,1002,20685,false
backrefs,5,10,8657690939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10126,false
triples,5,13,2492462788,[4-7][34][0-7],[4-7][34][0-7],6,27,1370,0,833,22711,false
backrefs,5,11,9696640194,.[tvmpfg][d-y][d-s],.[f-v][d-y][d-s],16,37,110210,0,18783,25012,false
triples,5,14,3404588599,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22705,false
triples,5,15,2330977742,3.[0-7][0-7],3.[0-7][0-7],6,27,653,0,650,18424,false
backrefs,5,12,6621545651,[tump][d-s][d-s],[m-u][d-s][d-s],12,33,49658,0,4641,36409,false
backrefs,5,13,2492462788,[tuv][d-y][d-s],[tuv][d-y][d-s],10,31,4155,0,1107,18327,false
triples,5,16,6361187489,[4-7][34][0-7],[4-7][34][0-7],6,27,699,0,674,39602,false
backrefs,5,14,3404588599,[tuv][d-y][d-s],[tuv][d-y][d-s],10,31,12117,0,1579,17250,false
backrefs,5,15,2330977742,[tuv][d-y][d-s],[tuv][d-y][d-s],10,31,1249,0,613,8224,false
triples,5,17,2805026820,[4-7][34][0-7],[4-7][34][0-7],6,27,1370,0,693,21740,false
triples,5,18,4323456912,[1-7][45][1-8][2-6]|[67]$,[1-7][45][1-8][2-6]|[67]$,10,31,13669,0,2128,19235,false
backrefs,5,16,6361187489,[nhp][ghi][n-u][a-n]|[ef][^lsd][a-u],[hpn][ghi][n-u][a-n]|[ef][^d-s][a-u],16,37,252952,0,24149,30084,false
backrefs,5,17,2805026820,[tuv][d-y][d-s],[tuv][d-y][d-s],10,31,4155,0,914,17601,false
backrefs,5,18,4323456912,[o-u][d-l][e-u][b-t],[o-u][d-l][e-u][b-t],11,32,4520,0,948,11648,false
